Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","9852","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","12274","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","149752","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","164143","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","177202","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","1918","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","1002","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","1564","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","5324","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","6855","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","8247","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","272","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","558","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","521","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","13787","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","13958","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","12413","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","6667","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","10697","A","Official figure"
"RFB","Fertilizers by Product","428","Latvia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","17778","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","2718.53","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","4257.29","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","3997.35","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","42286.34","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","45812.89","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","42663.65","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","869.38","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","919","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","908.75","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","297.17","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","26.01","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","1346.49","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","1.57","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","448.6","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4026","Other NK compounds","2019","2019","tonnes","105.36","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4026","Other NK compounds","2020","2020","tonnes","73.11","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","431.7","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","527.25","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4005","Sodium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4005","Sodium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4005","Sodium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","123.26","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","80.66","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","88.76","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","3795.04","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","2110.13","A","Official figure"
"RFB","Fertilizers by Product","442","Luxembourg","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","1699.61","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","36","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","13.75","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","2.25","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2020","2020","tonnes","0.17","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","3","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","43","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","6","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","17.2","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","68","A","Official figure"
"RFB","Fertilizers by Product","462","Maldives","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","92.5","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","23","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","33","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","19","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","32","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","5014","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","3616","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","4266","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","5337","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","4079","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","3151","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","3078","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","3271","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","2351","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","859","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","565","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","972","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","30","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","308","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","884","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","6018","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","5600","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","3582","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","542","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","1069","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","939","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","129","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","134","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","84","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","33","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2019","2019","tonnes","21","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2020","2020","tonnes","63","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2018","2018","tonnes","65","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2019","2019","tonnes","3","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2020","2020","tonnes","17","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4011","Phosphate rock","2018","2018","tonnes","10","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","25","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4011","Phosphate rock","2020","2020","tonnes","10","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","18","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","26","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","55","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","5124","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","5395","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","4140","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","164","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","241","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","153","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","241","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","177","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","611","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","135","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","165","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","110","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","7247","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","9114","A","Official figure"
"RFB","Fertilizers by Product","480","Mauritius","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","5741","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","681462","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","777723","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","816356","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","3681135","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","3127462","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","2821527","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4013","Superphosphates, other","2018","2018","tonnes","4131545","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4013","Superphosphates, other","2019","2019","tonnes","2890137","A","Official figure"
"RFB","Fertilizers by Product","484","Mexico","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","3599163","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","7428","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","5907","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","1736","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","1352","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","427428","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","5509","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","351","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","638112","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","373242","I","Imputed value"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","315907","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","40257","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","59706","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","77592","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","35422","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","84","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","1483","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","97501","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","42089","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","42078","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","808491","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","988753","A","Official figure"
"RFB","Fertilizers by Product","104","Myanmar","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","1109606","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","105619","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","120893","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","160298","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","235304","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","216794","A","Official figure"
"RFB","Fertilizers by Product","524","Nepal","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","224700","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","9476","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","7062","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","6376","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","446328","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","449396","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","473224","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","287903","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","303214","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","303242","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","61564","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2019","2019","tonnes","54784","A","Official figure"
"RFB","Fertilizers by Product","528","Netherlands (Kingdom of the)","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2020","2020","tonnes","62266","A","Official figure"
